spu_id	Orthogroup	family_member	common_name	synonyms	best_genbank_hit
12237	SPU_027314	OG0011272	lipin_N superfamily, LNS2 superfamily	Lpin2	lipin 2	
12238	SPU_027316	OG0002463	NA	NA	NA	NA
12239	SPU_027318	OG0012233	NA	NA	NA	NA
12240	SPU_027320	OG0009918	TPP_enzyme_N superfamily	IlvbL_1	ilv (bacterial acetolactate synthase)-like-1	AAH11761.1
12241	SPU_027321	OG0000083	NA	NA	NA	NA
12242	SPU_027323	OG0004765	NA	Upb	Beta-ureidopropionase	31419487
12243	SPU_027326	OG0001130	dynein heavy chain	Dnah9	 \t      dynein, axonemal, heavy chain 9-like; Dnah9/11/17-like, Dnah17, Axndhc9h	XP_011680580
12244	SPU_027328	OG0011942	M10 peptidase	Mt5/6L2	matrix metalloproteinase 24, MT5-mmp	 NP_034938
12245	SPU_027338	OG0011087	WD40 superfamily	Hypp_266	hypothetical protein-266	XP_002246045.1
12246	SPU_027340	OG0005597	NA	Parp3	Poly [ADP-ribose] polymerase 3	Q9Y6F1
12247	SPU_027346	OG0005210	ZZ superfamily, EFh superfamily	Hypp_2899	hypothetical protein-2899; EF hand calcium binding domain 1	XP_002209781.1
12248	SPU_027349	OG0005536	NA	NA	NA	NA
12249	SPU_027351	OG0012277	NA	NA	NA	NA
12250	SPU_027352	OG0003900	NA	Ccdc147	coiled-coil domain containing 147; flagellar associated protein (Chlamydomonas reinhardtii)	AAI47531.1
12251	SPU_027353	OG0008694	NA	NA	NA	NA
12252	SPU_027354	OG0002426	NA	Hypp_1200	hypothetical protein-1200	EAT88528.1
12253	SPU_027355	OG0005801	RWD superfamily, IBR superfamily	Rnf14	ring finger protein 14	NP_004281.1
12254	SPU_027356	OG0003620	Cadherin	Cadherin_9	NA	NA
12255	SPU_027358	OG0001474	NA	Hypp_3010	hypothetical protein-3010	NA
12256	SPU_027359	OG0004968	NA	Fbxo8	F-box only protein 8	NP_036312
12257	SPU_027363	OG0000706	Glyco_transf_29 superfamily	St6L	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6-like	EAW87710.1
12258	SPU_027368	OG0005107	ZnF_Rad18 superfamily, VRR_NUV superfamily	Mtmr15L	myotubularin related protein 15-like; coiled-coil domain-containing protein MTMR15-like	XP_890895.2
12259	SPU_027369	OG0011870	NA	NA	NA	NA
12260	SPU_027370	OG0005657	serine/threonine kinase	Cdk7	Cell division protein kinase 7, CDK-activating kinase (CAK), TFIIH basal transcription factor complex kinase subunit (39 kDa protein kinase), P39 Mo15, STK1,  CAK1	P50613
12261	SPU_027371	OG0003741	LNB-7TM GPCR	Vlgr1	VLGR1/MASS1/GPR98	NP_115495
12262	SPU_027374	OG0012065	NA	Sur1	sulfonylurea receptor 1 	3643190
12263	SPU_027375	OG0012500	NA	Tsh_r	Thyroid stimulating hormone receptor, Thyrotropin receptor precursor	CAA73846
12264	SPU_027376	OG0000481	NA	Rtfdc1_1	replication termination factor 2 domain containing 1 (partial duplicate)	 \tXP_004206343
12265	SPU_027380	OG0009396	TGFBR, transforming growth factor beta receptor	Tgfbr3	 transforming growth factor beta receptor III,\nbetaglycan, TBRIII 	NM_017256
12266	SPU_027386	OG0002145	NA	NA	NA	NA
12267	SPU_027387	OG0001281	CH superfamily, DUF1781 superfamily	Camsap1L	calmodulin regulated spectrin-associated protein 1-like	CAI39237.2
12268	SPU_027388	OG0005168	NA	Nkcc1	Na-K-Cl cotransporter	3342264
12269	SPU_027390	OG0008588	NA	Ewamph	NA	551452
12270	SPU_027391	OG0008327	NA	Hypp_1201	hypothetical protein-1201	NA
12271	SPU_027392	OG0005199	NA	Nipa2_1	non imprinted in Prader-Willi/Angelman syndrome 2-1	AAH11775.1
12272	SPU_027393	OG0005845	NA	NA	NA	NA
12273	SPU_027394	OG0006835	NA	Wrb	tryptophan rich basic protein	NP_004618 
12274	SPU_027400	OG0002600	NA	Ph4_1	Putative HIF-prolyl hydroxylase PH-4 (Hypoxia-inducible factor prolyl 4-hydroxylase)	32129516
12275	SPU_027402	OG0005270	NA	Btbd33	BTB/POZ domain-containing protein 3	BC018174
12276	SPU_027403	OG0009558	NA	Hypp_267	hypothetical protein-267; AT rich interactive domain 4B (RBP1- like)-like	EAW79998.1
12277	SPU_027404	OG0010665	NA	Brf1	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor 	NP_001510 
12278	SPU_027405	OG0000270	NA	MacpfD.4	NA	NA
12279	SPU_027406	OG0010440	NA	Oprs1_1	opioid receptor, sigma 1 	NP_005857  
12280	SPU_027411	OG0010518	NA	Tdrdcp_2	tudor domain containing protein	NA
12281	SPU_027413	OG0009433	ASF1 like histone chaperone	Asf1L	anti-silencing function 1 histone chaperone-like, anti-silencing factor 1-like, Asf1ha	EKC33868.1
12282	SPU_027415	OG0009635	adhesion receptor	RoboL_2	NA	AAK28043.1
12283	SPU_027418	OG0001362	Glyco_tranf_GTA_type superfamily	Pomgnt1L	rotein O-linked mannose beta1,2-N-acetylglucosaminyltransferase-like	AAH01471.1
12284	SPU_027420	OG0004796	TP_methylase superfamily	Dph5	diphthine synthase	NP_057042.1
12285	SPU_027421	OG0002783	NADH kinase	Nadk2_1	NAD kinase 2 mitochondrial, MNADK, Nadkd1, C5orf33_1	XP_005813872
12286	SPU_027422	OG0008838	MFS superfamily	Slc16a4L_6	solute carrier family 16 (monocarboxylic acid transporters), member 4-like-6	EDL01900.1
12287	SPU_027423	OG0001328	serine/threonine kinase	Mekk1_1	mitogen-activated protein kinase kinase kinase 1, Mapkkk1, Map3k1	XM_535240
12288	SPU_027425	OG0000502	NA	NA	NA	NA
12289	SPU_027426	OG0009110	WD40 superfamily	Tbl2	transducin (beta)-like 2	NP_997932.1
12290	SPU_027427	OG0004836	NA	Hypp_2902	hypothetical protein-2902	XP_002201099.1
12291	SPU_027428	OG0010849	NA	NA	NA	NA
12292	SPU_027429	OG0012199	NA	Hypp_2903	hypothetical protein-2903	NA
12293	SPU_027430	OG0011450	Glyco_transf_28 superfamily	Alg14h	UDP-N-acetylglucosamine transferase subunit ALG14 homolog; asparagine-linked glycosylation 14 homolog (yeast)	NP_077140.1
12294	SPU_027432	OG0009897	WD40 superfamily	Wdr68	WD repeat domain 68	NP_082222.1
12295	SPU_027433	OG0006058	Neur_chan_LBD superfamily, Neur_chan_memb superfamily	Chrna7	cholinergic receptor, nicotinic, alpha 7; acetylcholine receptor subunit alpha-7	EDL07273
12296	SPU_027434	OG0008765	Neur_chan_LBD superfamily, Neur_chan_memb superfamily	Chrna10	cholinergic receptor, nicotinic, alpha 10	AAI47247.1
12297	SPU_027435	OG0008845	Tmemb_40 superfamily	Gpr175	G protein-coupled receptor 175	NP_001025770.1
12298	SPU_027436	OG0009248	NA	NA	NA	NA
12299	SPU_027437	OG0005275	galactosyl_T superfamily	B3gnt2L	beta-1,3-galactosyltransferase 2-like; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2-like	CAB91546.1
12300	SPU_027438	OG0009677	NA	NA	NA	NA
12301	SPU_027440	OG0003824	NA	Dhx36_2	DEAH (Asp-Glu-Ala-His) box polypeptide 36	NP_065916
12302	SPU_027441	OG0008682	IG superfamily	Tie1L_9	tyrosine kinase with immunoglobulin-like and EGF-like domains-like-9	NP_776390.1
12303	SPU_027442	OG0008853	RT-like superfamily	PppL_284	pol polyprotein like-284	DAA04499.1
12304	SPU_027443	OG0000600	plexin family	PlexA4_1	plexin A4	AAN06565.2
12305	SPU_027448	OG0005792	NA	Ppox	Protoporphyrinogen oxidase (PPO)	1709743
12306	SPU_027453	OG0005394	HRDC superfamily	WrnL_2	Werner syndrome, RecQ helicase-like-like-2	AAH73087.1
12307	SPU_027455	OG0004167	NA	Stpg2	sperm-tail PG-rich repeat containing 2-like, Hypp_2904	XP_002731483
12308	SPU_027457	OG0011115	NA	Hsdl1	hydroxysteroid dehydrogenase like 1	30424792
12309	SPU_027459	OG0008163	NA	EctdL	ectodermin-like	AAI70319.1
12310	SPU_027460	OG0012536	NA	Spata22L	spermatogenesis associated 22-like	NP_115987.1
12311	SPU_027461	OG0007335	NA	Supt4h1	suppressor of Ty 4 	NP_003159  
12312	SPU_027462	OG0007236	phospholipase C	Plcg	phospholipase C gamma, 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma, Plcg_1	XP_002742254
12313	SPU_027463	OG0000448	MFS superfamily	Slc22a13L	solute carrier family 22 (organic anion transporter), member 13-like; organic-cation transporter like 3	BAA77625.1
12314	SPU_027469	OG0010341	DEXDc superfamily	Hypp_268	hypothetical protein-268; DEAD (Asp-Glu-Ala-Asp) box polypeptide 58-like	XP_002213677.1
12315	SPU_027472	OG0005891	zf-C2H2	Insm	insulinoma-associated protein, Insm1/2,  z176, nerfin homolog, Ia1	 \tXP_006824839
12316	SPU_027476	OG0012437	NA	NA	NA	NA
12317	SPU_027481	OG0003774	SH2 containing	Bcar3	NA	  BC039895 
12318	SPU_027482	OG0004253	Histone-like transcription factor (CBF/NF-Y) and archaeal histone	Dr1	down-regulator of transcription 1, NC2beta homolog	
12319	SPU_027483	OG0001710	Iron-sulfur cluster assembly	Isca1	iron-sulfur cluster assembly 1 (S. cerevisiae) homolog, ISA1, Hbld2	XP_002736905
12320	SPU_027486	OG0005307	M1 peptidase	Apn5a	membrane alanine aminopeptidase	NP_001141
12321	SPU_027487	OG0005402	nuclear receptor	Tll_1	NR2E1	NP_689415.1
12322	SPU_027492	OG0004834	NA	Cog7	component of oligomeric golgi complex 7	NP_705831.1
12323	SPU_027493	OG0011158	NA	NA	NA	NA
12324	SPU_027498	OG0004781	sulfotransfer_1 superfamily	Galnac4s6st	N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase; GalNAc4S-6ST; B-cell RAG-associated gene protein	NP_056976.2
12325	SPU_027500	OG0008799	MFS superfamily	Slc22a2L	solute carrier family 22 (organic cation transporter), member 2-like	AAH15250.1
12326	SPU_027504	OG0002013	NA	Hypp_2907	hypothetical protein-2907	EEN59817.1
12327	SPU_027507	OG0008747	NA	NA	NA	NA
12328	SPU_027509	OG0011345	NA	Hypp_278	hypothetical protein-278	XP_567898.1
12329	SPU_027510	OG0012314	NA	Npr1_3	Atrial natriuretic peptide receptor A precursor (ANP-A) (ANPRA) (GC-A) (Guanylate cyclase) (NPR-A) (Atrial natriuretic peptide A-type receptor)	113915
12330	SPU_027515	OG0001730	NA	Hypp_1205	hypothetical protein-1205	EEA32710.1
12331	SPU_027516	OG0006090	Ara_C_E_bind superfamily	Tex264L	testis expressed gene 264-like; Tex264 protein-like	AAH02248.1
12332	SPU_027517	OG0009676	NA	Tet3L	tet oncogene family member 3-like	XP_919536.1
12333	SPU_027518	OG0001954	NA	NA	NA	NA
12334	SPU_027519	OG0001903	NA	NA	NA	NA
12335	SPU_027521	OG0007441	NA	Hypp_2908	hypothetical protein-2908	EEE29049.1
12336	SPU_027522	OG0001763	NA	NA	NA	NA
12337	SPU_027523	OG0006405	NA	Mcl1	Mcl-1 ubiquitin ligase, HECT, UBA and WWE domain containing 1 	AAY98257
12338	SPU_027524	OG0006801	NA	Raf	p94, v-Raf murine sarcoma viral oncogene homolog B1	AAZ06667
12339	SPU_027526	OG0010417	plexin family 	PlexA2	plexin A2	AAQ22529.1
12340	SPU_027527	OG0003197	HSP90	Hsp901	Hatpase	AAL79732
12341	SPU_027528	OG0005247	PDZ superfamily	Pdzrn4	PDZ domain containing ring finger 4	EAW57827.1
12342	SPU_027529	OG0004375	NA	Hypp_3122	hypothetical protein-3122	NA
12343	SPU_027537	OG0012522	NA	NA	NA	NA
12344	SPU_027543	OG0012390	NA	NA	NA	NA
12345	SPU_027544	OG0004017	RT-like superfamily	Hypp_269	hypothetical protein-269; reverse transcriptase-like	AAN15747.1
12346	SPU_027545	OG0008485	NA	Hao1_14	Hydroxyacid oxidase 1 (HAOX1) (Glycolate oxidase) (GOX)	13124294
12347	SPU_027547	OG0005345	TBC superfamily	Tbc1d16	TBC1 domain family, member 16	EAW89575.1
12348	SPU_027548	OG0010235	NA	Yipf6	Yip1 domain family, member 6	NP_776195   
12349	SPU_027552	OG0004925	kinesin	Kif27L2	kinesin family member 27	NP_060046
12350	SPU_027555	OG0011944	NA	NA	NA	NA
12351	SPU_027556	OG0002379	serine protease	KlkB	kallikrein	NP_000883
12352	SPU_027558	OG0008522	NA	Ccdc79L	coiled-coil domain containing 79-like	NP_001129977.1
12353	SPU_027561	OG0004428	NA	Isyna1	myo-inositol 1-phosphate synthase A1 	12963757
12354	SPU_027562	OG0005986	NA	Msp/Orc	microrchidia	NA
12355	SPU_027563	OG0001179	NA	Aldoaa_1	Aldolase a, fructose-bisphosphate 	27882069
12356	SPU_027565	OG0012801	metalloprotease	CpBL	carboxypeptidase B1-like, pancreatic	  NP_001859 
12357	SPU_027572	OG0008801	NA	NA	NA	NA
12358	SPU_027574	OG0000001	RING-finger superfamily	Hypp_2910	hypothetical protein-2910	EEN55047.1
12359	SPU_027579	OG0003332	NA	Rib43A	NA	NP_056468
12360	SPU_027580	OG0011488	arp	Arp8ph	NA	39812115
12361	SPU_027581	OG0009760	NA	B3gntL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1; eta3Gn-T-like protein 1	AAI32194.1
12362	SPU_027582	OG0004171	NA	Siatf	Glycosyltransferase family 29 (sialyltransferase)	46237481
12363	SPU_027584	OG0012014	NA	Surreal/Gpcr93	NA	NA
12364	SPU_027590	OG0002182	BTB superfamily, BACK superfamily	Hypp_2914	hypothetical protein-2914	EEN53214.1
12365	SPU_027591	OG0004565	NA	Aass_1	Alpha-aminoadipic semialdehyde synthase, mitochondrial precursor (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LOR) (LKR); Saccharopine dehydrogenase (SDH)]	46396032
12366	SPU_027592	OG0011809	transglutaminase	Trngltam	NA	NA
12367	SPU_027593	OG0011833	NA	NA	NA	NA
12368	SPU_027594	OG0005872	NA	NA	NA	NA
12369	SPU_027599	OG0004137	NA	Decr1_1	2,4-dienoyl-CoA reductase, mitochondrial precursor (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH])	67460423
12370	SPU_027600	OG0005623	Rag1	Rag1l	NA	DQ082723
12371	SPU_027601	OG0000183	RT-like superfamily, peptidase_A17 superfamily, rve superfamily	PppL_160	pol polyprotein like-160	XP_001344479.1
12372	SPU_027603	OG0003984	NA	Gmfb	glia maturation factor, beta	NP_004115
12373	SPU_027604	OG0011840	M10 peptidase	Mmp18/19L7	matrix metalloproteinase 19	 AAF73292
12374	SPU_027605	OG0009939	NA	Hypp_271	hypothetical protein-271; zonadhesin-like	XP_002170318.1
12375	SPU_027606	OG0008861	NA	NA	NA	NA
12376	SPU_027608	OG0005899	NA	NA	NA	NA
12377	SPU_027611	OG0002122	class_II_aaRS-like_core superfamily, HGTP_anticodon superfamily	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	AF184344_1
12378	SPU_027615	OG0012265	NA	ZanL	zonadhesin-like	NP_035871.1
12379	SPU_027616	OG0009456	NA	Kis	UHMK1-like	NP_787062
12380	SPU_027618	OG0012653	G alpha GTPase	Gt	Gnat, gustducin	NP_775162
12381	SPU_027620	OG0003211	NA	NA	NA	NA
12382	SPU_027621	OG0003490	NA	Hypp_2915	hypothetical protein-2915	EDO039339.1
12383	SPU_027622	OG0000722	NA	NA	NA	NA
12384	SPU_027627	OG0009251	LRRCT superfamily, thioredoxin-like superfamily	Txndc5	thioredoxin domain containing 5	EDL40939.1
12385	SPU_027629	OG0008463	NA	NA	NA	NA
12386	SPU_027631	OG0003848	NA	Eb1ph	End Binding Protein 1	NP_724495
12387	SPU_027634	OG0012687	Opsin	Opsin3.1	Rhodopsin	O15974
12388	SPU_027635	OG0012546	NA	Alpl_2	Alkaline phosphatase, tissue-nonspecific isozyme precursor (AP-TNAP) (Liver/bone/kidney isozyme) (TNSALP)	130751
12389	SPU_027637	OG0004759	Xpo1	Xpot	exportin, tRNA (nuclear export receptor for tRNAs); exportin-T; Xpot1	
12390	SPU_027638	OG0010961	HYR superfamily	Hypp_1207	hypothetical protein-1207; hyalin-like	XP_076536.1
12391	SPU_027648	OG0002220	Forkhead	FoxD_1	forkhead box D	AAH95603
12392	SPU_027651	OG0003314	P_loop_NTPase superfamily, ClpB_D2-small superfamily	Clpx	ClpX caseinolytic peptidase X homolog (E. coli); ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	EAW77715.1
12393	SPU_027654	OG0005661	NA	Fuzzy2	NA	ABC86957
12394	SPU_027655	OG0005245	NA	Tufm	Mitochondrial Translational Elongation Factor Tu	NM_174207
12395	SPU_027656	OG0007388	NA	Nup88	nucleoporin 88kDa	AAH72524.1
12396	SPU_027657	OG0002812	FKBP_C superfamily, TPR superfamily	Aip	aryl hydrocarbon receptor interacting protein; AIP protein	AAI03019.1
12397	SPU_027658	OG0006124	NA	NA	NA	NA
12398	SPU_027662	OG0010991	sialidase superfamily	Neu3	sialidase 3 (membrane sialidase)	NP_001073133.1
12399	SPU_027669	OG0002297	NA	P4ha1_1	Prolyl 4-hydroxylase alpha-1 subunit precursor (4-PH alpha-1) (Procollagen-proline,2-oxoglutarate-4-dioxygenase alpha-1 subunit)	2507090
12400	SPU_027670	OG0006631	NA	NA	NA	NA
12401	SPU_027673	OG0001805	NA	Gldc	Glycine dehydrogenase [decarboxylating], mitochondrial precursor (Glycine decarboxylase) (Glycine cleavage system P-protein) 	34921986
12402	SPU_027675	OG0010084	esterase-lipase superfamily	Hsat	homoserine O-acetyltransferase [Aspergillus)	XP_753777.1
12403	SPU_027681	OG0004498	NA	Fam194aL	family with sequence similarity 194 member A (human)-like, C3orf44L	XP_002592913
12404	SPU_027682	OG0004311	NA	Aacs	Acetoacetyl-CoA synthetase	37537240
12405	SPU_027683	OG0012130	NA	Pgbd4_1	piggyBac transposable element derived 4-1	EAW92287.1
12406	SPU_027685	OG0010900	SH2-B adapter protein	Sh2Brs1	NA	NP_035493
12407	SPU_027689	OG0000764	NA	NA	NA	NA
12408	SPU_027692	OG0011849	PP2Ac superfamily	Tmem62_1	transmembrane protein 62-1	EDL28025.1
12409	SPU_027693	OG0004941	NA	Trappc6B	trafficking protein particle complex 6B 	NP_803235
12410	SPU_027696	OG0012697	NA	Hypp_273	hypothetical protein-273	NA
12411	SPU_027704	OG0001486	7TM GPCR_1 superfamily	Adra1aL_11	adrenergic receptor, alpha 1a-like-11	AAK77197.1
12412	SPU_027708	OG0004553	zf-C2H2	Z491	zinc finger protein 491	XP_002661787
12413	SPU_027710	OG0003907	NA	Idh3a	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial precursor (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	68565610
12414	SPU_027716	OG0012425	rve superfamily	PppL_287	pol polyprotein like-287	DAA04499.1
12415	SPU_027717	OG0003253	NA	NA	NA	NA
12416	SPU_027718	OG0011070	NA	NA	NA	NA
12417	SPU_027725	OG0000798	NA	NA	NA	NA
12418	SPU_027727	OG0010138	eukaryotic cytochrome b561	Cyb561L	cytochrome b-561 family-like	XP_006813966
12419	SPU_027728	OG0005192	NA	Pla2g4b_1	phospholipase A2, group IVB  	4826914
12420	SPU_027729	OG0000112	SEA	Sea/Egf_1	NA	NA
12421	SPU_027730	OG0006552	NA	Ddost	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	NP_005207
12422	SPU_027734	OG0007493	CBF beta	Cbfb	SpCBFbeta, Core Binding Factor Beta, PEBP2beta	DQ205186
12423	SPU_027747	OG0005990	tetraspanin	Ttrspn_22	NA	AAH41304
12424	SPU_027748	OG0008511	NA	Vgcnl1	voltage gated channel like 1 	24119274
12425	SPU_027749	OG0012727	NA	NA	NA	NA
12426	SPU_027751	OG0002049	NA	Mfs	NA	NA
12427	SPU_027752	OG0010619	NA	Amfr	autocrine motility factor receptor 	NP_001135 
12428	SPU_027753	OG0002070	zf-C2H2	Z347_1	zinc finger protein 347, Zfp236/Znf236-like	
12429	SPU_027756	OG0011519	NA	Abcc5f	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 (Multidrug resistance-associated protein 5)	16758936, 11133307
12430	SPU_027765	OG0002267	NA	Unk_51	unknown kinase	NP_006248
12431	SPU_027766	OG0004632	NA	Mettl9	methyltransferase like 9	NP_057109  
12432	SPU_027768	OG0007719	AdoMet_MTase superfamily	Prmt5	protein arginine N-methyltransferase 5	EDL36345.1
12433	SPU_027774	OG0005725	SRF-like	Srf	serum response factor, c-fos serum response element-binding transcription factor, blistered homolog	NP_003122.1
12434	SPU_027777	OG0002277	PMT superfamily	Stt3hb	STT3, subunit of the oligosaccharyltransferase complex, homolog B; source of immunodominant MHC-associated peptides	NP_849193.1
12435	SPU_027778	OG0006361	tropomodulin	Tropmph	NA	13928838
12436	SPU_027780	OG0007378	NA	NA	NA	NA
12437	SPU_027782	OG0004619	R3H superfamily	R3hdm1	R3H domain containing 1	XP_422137.2
12438	SPU_027783	OG0004534	NA	NA	NA	NA
12439	SPU_027785	OG0001460	CHROMO superfamily, MOZ_SAS superfamily	Kat5	K (lysine) acetyltransferase 5; HIV-1 Tat interactive protein	NP_874368.1
12440	SPU_027791	OG0010770	FTCD_N superfamily	Ftcd_3	formiminotransferase cyclodeaminase-3	XP_001502818.1
12441	SPU_027792	OG0010527	Pex16 superfamily	Pex16	peroxisomal biogenesis factor 16	AAH10822.1
12442	SPU_027794	OG0012470	NA	NA	NA	NA
12443	SPU_027795	OG0011717	NA	NA	NA	NA
12444	SPU_027803	OG0008547	NA	NA	NA	NA
12445	SPU_027809	OG0008199	NA	Hypp_2920	hypothetical protein-2920	NA
12446	SPU_027810	OG0004653	NA	Tmem18	transmembrane protein 18	EAX01097.1
12447	SPU_027812	OG0011919	NA	NA	NA	NA
12448	SPU_027813	OG0000097	NA	NA	NA	NA
12449	SPU_027816	OG0010976	NA	Tdo2_1	Tryptophan 2,3-dioxygenase  	17390920
12450	SPU_027818	OG0004052	Inhibitor_I29 superfamily, peptidase_C1 superfamily	Ctso	cathepsin O	EDL15440.1
12451	SPU_027823	OG0009812	Glyco_transf_29 superfamily	St6galnac4_3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4-3; alpha2,6-sialyltransferase	CAC07404.1
12452	SPU_027825	OG0007128	TPR superfamily	Hypp_1215	hypothetical protein-1215	EEA72053.1
12453	SPU_027826	OG0004712	G beta GTPase	GbB	GbetaB, gnb5, Gbeta5	AAO45197
12454	SPU_027827	OG0003485	NA	Ssr2	signal sequence receptor, beta precursor	NP_003136
12455	SPU_027829	OG0003633	NA	Hypp_276	hypothetical protein-276	NA
12456	SPU_027830	OG0002183	methyltransferase domain	Mettl25	methyltransferase like 25, C12orf26	XP_006821789
12457	SPU_027831	OG0005655	NA	BcatL_1	branched-chain amino acid aminotransferase (Rhodobacter sphaeroides)-like-1	ACM02472.1
12458	SPU_027832	OG0003810	NA	CholdhL_1	NA	NA
12459	SPU_027833	OG0001228	NA	Aur	Aurora/IPL1-related kinase 1, STPK15, serine threonine kinase 15, breast-tumor-amplified kinase	XP_781753.1
12460	SPU_027834	OG0002483	NA	NA	NA	NA
12461	SPU_027836	OG0000276	NA	NA	NA	NA
12462	SPU_027840	OG0003577	FKBP-type peptidyl-prolyl cis-trans isomerase	Fkbp12L2	12 kDa FK506-binding protein-like, FK506 binding protein 1 (Fkbp1)-like, Fkbp12	XP_009858958
12463	SPU_027841	OG0004291	DUF814 superfamily	Ccdc25	coiled-coil domain containing 25	AAH49197.2
12464	SPU_027843	OG0002846	NA	Hel308	DNA helicase HEL308	NP_598375
12465	SPU_027844	OG0011036	NA	Madl1	MAD1 mitotic arrest deficient-like 1; mitotic checkpoint protein	NP_003541.2
12466	SPU_027845	OG0010444	PP2Ac superfamily	Mpped1	metallophosphoesterase domain containing 1	BAG59748.1
12467	SPU_027846	OG0002864	RNB superfamily	Helz2L4_1	helicase with zinc finger 2, transcriptional coactivator-like (partial), Pric285_6	XP_011682706
12468	SPU_027850	OG0001338	NA	Glud1	Glutamate dehydrogenase 1  	51859281
12469	SPU_027852	OG0010318	NA	Mttp	Microsomal triglyceride transfer protein large subunit precursor 	1709167
12470	SPU_027864	OG0006263	NA	NA	NA	NA
12471	SPU_027865	OG0008627	NA	Hypp_1216	hypothetical protein-1216	EEA77003.1
12472	SPU_027868	OG0012098	NA	Slc2a5_1	solute carrier family 2 (facilitated glucose transporter), member 5 (Fructose transporter) 	1170105
